collection_time_utc,collection_time_local,run_id,timestamp_utc,timestamp_local,value,unit,country,entsoe_area,variable,source,updated_at_utc
2026-09-23T17:16:43Z,2026-09-23T19:16:43+0200,633f9586-f8d3-44a1-948a-317beef7ab63,2026-09-16T20:15:00Z,2026-09-16T22:15:00+0200,708.518,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-23T17:19:12Z
2026-09-23T17:16:43Z,2026-09-23T19:16:43+0200,633f9586-f8d3-44a1-948a-317beef7ab63,2026-09-16T20:15:00Z,2026-09-16T22:15:00+0200,7.222,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-09-23T17:19:12Z
2026-09-23T17:16:43Z,2026-09-23T19:16:43+0200,633f9586-f8d3-44a1-948a-317beef7ab63,2026-09-16T20:30:00Z,2026-09-16T22:30:00+0200,710.81,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-23T17:19:12Z
2026-09-23T17:16:43Z,2026-09-23T19:16:43+0200,633f9586-f8d3-44a1-948a-317beef7ab63,2026-09-16T20:30:00Z,2026-09-16T22:30:00+0200,7.048,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-09-23T17:19:12Z
2026-09-23T17:16:43Z,2026-09-23T19:16:43+0200,633f9586-f8d3-44a1-948a-317beef7ab63,2026-09-16T20:45:00Z,2026-09-16T22:45:00+0200,699.458,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-23T17:19:12Z
2026-09-23T17:16:43Z,2026-09-23T19:16:43+0200,633f9586-f8d3-44a1-948a-317beef7ab63,2026-09-16T20:45:00Z,2026-09-16T22:45:00+0200,5.177,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-09-23T17:19:12Z
2026-09-23T17:16:43Z,2026-09-23T19:16:43+0200,633f9586-f8d3-44a1-948a-317beef7ab63,2026-09-16T21:00:00Z,2026-09-16T23:00:00+0200,753.376,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-23T17:19:12Z
2026-09-23T17:16:43Z,2026-09-23T19:16:43+0200,633f9586-f8d3-44a1-948a-317beef7ab63,2026-09-16T21:00:00Z,2026-09-16T23:00:00+0200,6.888,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-09-23T17:19:12Z
2026-09-23T17:16:43Z,2026-09-23T19:16:43+0200,633f9586-f8d3-44a1-948a-317beef7ab63,2026-09-16T21:15:00Z,2026-09-16T23:15:00+0200,811.438,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-23T17:19:12Z
2026-09-23T17:16:43Z,2026-09-23T19:16:43+0200,633f9586-f8d3-44a1-948a-317beef7ab63,2026-09-16T21:15:00Z,2026-09-16T23:15:00+0200,9.168,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-09-23T17:19:12Z
2026-09-23T17:16:43Z,2026-09-23T19:16:43+0200,633f9586-f8d3-44a1-948a-317beef7ab63,2026-09-16T21:30:00Z,2026-09-16T23:30:00+0200,813.21,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-23T17:19:12Z
2026-09-23T17:16:43Z,2026-09-23T19:16:43+0200,633f9586-f8d3-44a1-948a-317beef7ab63,2026-09-16T21:30:00Z,2026-09-16T23:30:00+0200,7.18,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-09-23T17:19:12Z
2026-09-23T17:16:43Z,2026-09-23T19:16:43+0200,633f9586-f8d3-44a1-948a-317beef7ab63,2026-09-16T21:45:00Z,2026-09-16T23:45:00+0200,820.899,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-23T17:19:12Z
2026-09-23T17:16:43Z,2026-09-23T19:16:43+0200,633f9586-f8d3-44a1-948a-317beef7ab63,2026-09-16T21:45:00Z,2026-09-16T23:45:00+0200,4.418,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-09-23T17:19:12Z
2026-09-23T17:16:43Z,2026-09-23T19:16:43+0200,633f9586-f8d3-44a1-948a-317beef7ab63,2026-09-16T22:00:00Z,2026-09-17T00:00:00+0200,796.273,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-23T17:19:12Z
2026-09-23T17:16:43Z,2026-09-23T19:16:43+0200,633f9586-f8d3-44a1-948a-317beef7ab63,2026-09-16T22:00:00Z,2026-09-17T00:00:00+0200,4.55,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-09-23T17:19:12Z
2026-09-23T17:16:43Z,2026-09-23T19:16:43+0200,633f9586-f8d3-44a1-948a-317beef7ab63,2026-09-16T22:15:00Z,2026-09-17T00:15:00+0200,854.249,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-23T17:19:12Z
2026-09-23T17:16:43Z,2026-09-23T19:16:43+0200,633f9586-f8d3-44a1-948a-317beef7ab63,2026-09-16T22:15:00Z,2026-09-17T00:15:00+0200,4.907,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-09-23T17:19:12Z
2026-09-23T17:16:43Z,2026-09-23T19:16:43+0200,633f9586-f8d3-44a1-948a-317beef7ab63,2026-09-16T22:30:00Z,2026-09-17T00:30:00+0200,850.598,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-23T17:19:12Z
2026-09-23T17:16:43Z,2026-09-23T19:16:43+0200,633f9586-f8d3-44a1-948a-317beef7ab63,2026-09-16T22:30:00Z,2026-09-17T00:30:00+0200,5.396,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-09-23T17:19:12Z
2026-09-23T17:16:43Z,2026-09-23T19:16:43+0200,633f9586-f8d3-44a1-948a-317beef7ab63,2026-09-16T22:45:00Z,2026-09-17T00:45:00+0200,911.635,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-23T17:19:12Z
2026-09-23T17:16:43Z,2026-09-23T19:16:43+0200,633f9586-f8d3-44a1-948a-317beef7ab63,2026-09-16T22:45:00Z,2026-09-17T00:45:00+0200,5.741,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-09-23T17:19:12Z
2026-09-23T17:16:43Z,2026-09-23T19:16:43+0200,633f9586-f8d3-44a1-948a-317beef7ab63,2026-09-16T23:00:00Z,2026-09-17T01:00:00+0200,935.896,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-23T17:19:12Z
2026-09-23T17:16:43Z,2026-09-23T19:16:43+0200,633f9586-f8d3-44a1-948a-317beef7ab63,2026-09-16T23:00:00Z,2026-09-17T01:00:00+0200,4.355,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-09-23T17:19:12Z
2026-09-23T17:16:43Z,2026-09-23T19:16:43+0200,633f9586-f8d3-44a1-948a-317beef7ab63,2026-09-16T23:15:00Z,2026-09-17T01:15:00+0200,1070.429,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-23T17:19:12Z
2026-09-23T17:16:43Z,2026-09-23T19:16:43+0200,633f9586-f8d3-44a1-948a-317beef7ab63,2026-09-16T23:15:00Z,2026-09-17T01:15:00+0200,3.577,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-09-23T17:19:12Z
2026-09-23T17:16:43Z,2026-09-23T19:16:43+0200,633f9586-f8d3-44a1-948a-317beef7ab63,2026-09-16T23:30:00Z,2026-09-17T01:30:00+0200,1186.176,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-23T17:19:12Z
2026-09-23T17:16:43Z,2026-09-23T19:16:43+0200,633f9586-f8d3-44a1-948a-317beef7ab63,2026-09-16T23:30:00Z,2026-09-17T01:30:00+0200,3.823,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-09-23T17:19:12Z
2026-09-23T17:16:43Z,2026-09-23T19:16:43+0200,633f9586-f8d3-44a1-948a-317beef7ab63,2026-09-16T23:45:00Z,2026-09-17T01:45:00+0200,1256.701,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-23T17:19:12Z
2026-09-23T17:16:43Z,2026-09-23T19:16:43+0200,633f9586-f8d3-44a1-948a-317beef7ab63,2026-09-16T23:45:00Z,2026-09-17T01:45:00+0200,5.714,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-09-23T17:19:12Z
2026-09-23T17:16:43Z,2026-09-23T19:16:43+0200,633f9586-f8d3-44a1-948a-317beef7ab63,2026-09-17T00:00:00Z,2026-09-17T02:00:00+0200,1353.751,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-23T17:19:12Z
2026-09-23T17:16:43Z,2026-09-23T19:16:43+0200,633f9586-f8d3-44a1-948a-317beef7ab63,2026-09-17T00:00:00Z,2026-09-17T02:00:00+0200,4.77,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-09-23T17:19:12Z
2026-09-23T17:16:43Z,2026-09-23T19:16:43+0200,633f9586-f8d3-44a1-948a-317beef7ab63,2026-09-17T00:15:00Z,2026-09-17T02:15:00+0200,1481.727,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-23T17:19:12Z
2026-09-23T17:16:43Z,2026-09-23T19:16:43+0200,633f9586-f8d3-44a1-948a-317beef7ab63,2026-09-17T00:15:00Z,2026-09-17T02:15:00+0200,5.128,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-09-23T17:19:12Z
2026-09-23T17:16:43Z,2026-09-23T19:16:43+0200,633f9586-f8d3-44a1-948a-317beef7ab63,2026-09-17T00:30:00Z,2026-09-17T02:30:00+0200,1502.212,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-23T17:19:12Z
2026-09-23T17:16:43Z,2026-09-23T19:16:43+0200,633f9586-f8d3-44a1-948a-317beef7ab63,2026-09-17T00:30:00Z,2026-09-17T02:30:00+0200,4.847,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-09-23T17:19:12Z
2026-09-23T17:16:43Z,2026-09-23T19:16:43+0200,633f9586-f8d3-44a1-948a-317beef7ab63,2026-09-17T00:45:00Z,2026-09-17T02:45:00+0200,1490.032,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-23T17:19:12Z
2026-09-23T17:16:43Z,2026-09-23T19:16:43+0200,633f9586-f8d3-44a1-948a-317beef7ab63,2026-09-17T00:45:00Z,2026-09-17T02:45:00+0200,5.059,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-09-23T17:19:12Z
2026-09-23T17:16:43Z,2026-09-23T19:16:43+0200,633f9586-f8d3-44a1-948a-317beef7ab63,2026-09-17T01:00:00Z,2026-09-17T03:00:00+0200,1448.708,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-23T17:19:12Z
2026-09-23T17:16:43Z,2026-09-23T19:16:43+0200,633f9586-f8d3-44a1-948a-317beef7ab63,2026-09-17T01:00:00Z,2026-09-17T03:00:00+0200,5.244,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-09-23T17:19:12Z
2026-09-23T17:16:43Z,2026-09-23T19:16:43+0200,633f9586-f8d3-44a1-948a-317beef7ab63,2026-09-17T01:15:00Z,2026-09-17T03:15:00+0200,1500.925,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-23T17:19:12Z
2026-09-23T17:16:43Z,2026-09-23T19:16:43+0200,633f9586-f8d3-44a1-948a-317beef7ab63,2026-09-17T01:15:00Z,2026-09-17T03:15:00+0200,5.824,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-09-23T17:19:12Z
2026-09-23T17:16:43Z,2026-09-23T19:16:43+0200,633f9586-f8d3-44a1-948a-317beef7ab63,2026-09-17T01:30:00Z,2026-09-17T03:30:00+0200,1561.535,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-23T17:19:12Z
2026-09-23T17:16:43Z,2026-09-23T19:16:43+0200,633f9586-f8d3-44a1-948a-317beef7ab63,2026-09-17T01:30:00Z,2026-09-17T03:30:00+0200,4.527,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-09-23T17:19:12Z
2026-09-23T17:16:43Z,2026-09-23T19:16:43+0200,633f9586-f8d3-44a1-948a-317beef7ab63,2026-09-17T01:45:00Z,2026-09-17T03:45:00+0200,1631.403,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-23T17:19:12Z
2026-09-23T17:16:43Z,2026-09-23T19:16:43+0200,633f9586-f8d3-44a1-948a-317beef7ab63,2026-09-17T01:45:00Z,2026-09-17T03:45:00+0200,6.555,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-09-23T17:19:12Z
2026-09-23T17:16:43Z,2026-09-23T19:16:43+0200,633f9586-f8d3-44a1-948a-317beef7ab63,2026-09-17T02:00:00Z,2026-09-17T04:00:00+0200,1898.393,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-23T17:19:12Z
2026-09-23T17:16:43Z,2026-09-23T19:16:43+0200,633f9586-f8d3-44a1-948a-317beef7ab63,2026-09-17T02:00:00Z,2026-09-17T04:00:00+0200,7.547,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-09-23T17:19:12Z
2026-09-23T17:16:43Z,2026-09-23T19:16:43+0200,633f9586-f8d3-44a1-948a-317beef7ab63,2026-09-17T02:15:00Z,2026-09-17T04:15:00+0200,2301.499,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-23T17:19:12Z
2026-09-23T17:16:43Z,2026-09-23T19:16:43+0200,633f9586-f8d3-44a1-948a-317beef7ab63,2026-09-17T02:15:00Z,2026-09-17T04:15:00+0200,10.752,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-09-23T17:19:12Z
2026-09-23T17:16:43Z,2026-09-23T19:16:43+0200,633f9586-f8d3-44a1-948a-317beef7ab63,2026-09-17T02:30:00Z,2026-09-17T04:30:00+0200,2711.71,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-23T17:19:12Z
2026-09-23T17:16:43Z,2026-09-23T19:16:43+0200,633f9586-f8d3-44a1-948a-317beef7ab63,2026-09-17T02:30:00Z,2026-09-17T04:30:00+0200,10.421,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-09-23T17:19:12Z
2026-09-23T17:16:43Z,2026-09-23T19:16:43+0200,633f9586-f8d3-44a1-948a-317beef7ab63,2026-09-17T02:45:00Z,2026-09-17T04:45:00+0200,3109.706,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-23T17:19:12Z
2026-09-23T17:16:43Z,2026-09-23T19:16:43+0200,633f9586-f8d3-44a1-948a-317beef7ab63,2026-09-17T02:45:00Z,2026-09-17T04:45:00+0200,12.85,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-09-23T17:19:12Z
2026-09-23T17:16:43Z,2026-09-23T19:16:43+0200,633f9586-f8d3-44a1-948a-317beef7ab63,2026-09-17T03:00:00Z,2026-09-17T05:00:00+0200,3409.561,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-23T17:19:12Z
2026-09-23T17:16:43Z,2026-09-23T19:16:43+0200,633f9586-f8d3-44a1-948a-317beef7ab63,2026-09-17T03:00:00Z,2026-09-17T05:00:00+0200,12.427,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-09-23T17:19:12Z
2026-09-23T17:16:43Z,2026-09-23T19:16:43+0200,633f9586-f8d3-44a1-948a-317beef7ab63,2026-09-17T03:15:00Z,2026-09-17T05:15:00+0200,3502.134,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-23T17:19:12Z
2026-09-23T17:16:43Z,2026-09-23T19:16:43+0200,633f9586-f8d3-44a1-948a-317beef7ab63,2026-09-17T03:15:00Z,2026-09-17T05:15:00+0200,12.202,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-09-23T17:19:12Z
2026-09-23T17:16:43Z,2026-09-23T19:16:43+0200,633f9586-f8d3-44a1-948a-317beef7ab63,2026-09-17T03:30:00Z,2026-09-17T05:30:00+0200,3478.942,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-23T17:19:12Z
2026-09-23T17:16:43Z,2026-09-23T19:16:43+0200,633f9586-f8d3-44a1-948a-317beef7ab63,2026-09-17T03:30:00Z,2026-09-17T05:30:00+0200,14.035,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-09-23T17:19:12Z
2026-09-23T17:16:43Z,2026-09-23T19:16:43+0200,633f9586-f8d3-44a1-948a-317beef7ab63,2026-09-17T03:45:00Z,2026-09-17T05:45:00+0200,3565.7,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-23T17:19:12Z
2026-09-23T17:16:43Z,2026-09-23T19:16:43+0200,633f9586-f8d3-44a1-948a-317beef7ab63,2026-09-17T03:45:00Z,2026-09-17T05:45:00+0200,15.741,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-09-23T17:19:12Z
2026-09-23T17:16:43Z,2026-09-23T19:16:43+0200,633f9586-f8d3-44a1-948a-317beef7ab63,2026-09-17T04:00:00Z,2026-09-17T06:00:00+0200,3576.72,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-23T17:19:12Z
2026-09-23T17:16:43Z,2026-09-23T19:16:43+0200,633f9586-f8d3-44a1-948a-317beef7ab63,2026-09-17T04:00:00Z,2026-09-17T06:00:00+0200,17.512,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-09-23T17:19:12Z
2026-09-23T17:16:43Z,2026-09-23T19:16:43+0200,633f9586-f8d3-44a1-948a-317beef7ab63,2026-09-17T04:15:00Z,2026-09-17T06:15:00+0200,3490.838,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-23T17:19:12Z
2026-09-23T17:16:43Z,2026-09-23T19:16:43+0200,633f9586-f8d3-44a1-948a-317beef7ab63,2026-09-17T04:15:00Z,2026-09-17T06:15:00+0200,20.759,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-09-23T17:19:12Z
2026-09-23T17:16:43Z,2026-09-23T19:16:43+0200,633f9586-f8d3-44a1-948a-317beef7ab63,2026-09-17T04:30:00Z,2026-09-17T06:30:00+0200,3516.686,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-23T17:19:12Z
2026-09-23T17:16:43Z,2026-09-23T19:16:43+0200,633f9586-f8d3-44a1-948a-317beef7ab63,2026-09-17T04:30:00Z,2026-09-17T06:30:00+0200,18.519,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-09-23T17:19:12Z
2026-09-23T17:16:43Z,2026-09-23T19:16:43+0200,633f9586-f8d3-44a1-948a-317beef7ab63,2026-09-17T04:45:00Z,2026-09-17T06:45:00+0200,3696.284,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-23T17:19:12Z
2026-09-23T17:16:43Z,2026-09-23T19:16:43+0200,633f9586-f8d3-44a1-948a-317beef7ab63,2026-09-17T04:45:00Z,2026-09-17T06:45:00+0200,17.961,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-09-23T17:19:12Z
2026-09-23T17:16:43Z,2026-09-23T19:16:43+0200,633f9586-f8d3-44a1-948a-317beef7ab63,2026-09-17T05:00:00Z,2026-09-17T07:00:00+0200,3942.699,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-23T17:19:12Z
2026-09-23T17:16:43Z,2026-09-23T19:16:43+0200,633f9586-f8d3-44a1-948a-317beef7ab63,2026-09-17T05:00:00Z,2026-09-17T07:00:00+0200,17.952,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-09-23T17:19:12Z
2026-09-23T17:16:43Z,2026-09-23T19:16:43+0200,633f9586-f8d3-44a1-948a-317beef7ab63,2026-09-17T05:15:00Z,2026-09-17T07:15:00+0200,4043.936,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-23T17:19:12Z
2026-09-23T17:16:43Z,2026-09-23T19:16:43+0200,633f9586-f8d3-44a1-948a-317beef7ab63,2026-09-17T05:15:00Z,2026-09-17T07:15:00+0200,17.958,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-09-23T17:19:12Z
2026-09-23T17:16:43Z,2026-09-23T19:16:43+0200,633f9586-f8d3-44a1-948a-317beef7ab63,2026-09-17T05:30:00Z,2026-09-17T07:30:00+0200,4083.102,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-23T17:19:12Z
2026-09-23T17:16:43Z,2026-09-23T19:16:43+0200,633f9586-f8d3-44a1-948a-317beef7ab63,2026-09-17T05:30:00Z,2026-09-17T07:30:00+0200,18.346,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-09-23T17:19:12Z
2026-09-23T17:16:43Z,2026-09-23T19:16:43+0200,633f9586-f8d3-44a1-948a-317beef7ab63,2026-09-17T05:45:00Z,2026-09-17T07:45:00+0200,4025.8,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-23T17:19:12Z
