collection_time_utc,collection_time_local,run_id,timestamp_utc,timestamp_local,value,unit,country,entsoe_area,variable,source,updated_at_utc
2026-09-12T17:07:50Z,2026-09-12T19:07:50+0200,714ec09e-9c02-4268-b943-1d440ed31bbe,2026-09-08T09:00:00Z,2026-09-08T11:00:00+0200,455.94,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-12T17:09:38Z
2026-09-12T17:07:50Z,2026-09-12T19:07:50+0200,714ec09e-9c02-4268-b943-1d440ed31bbe,2026-09-08T10:00:00Z,2026-09-08T12:00:00+0200,252.62,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-12T17:09:38Z
2026-09-12T17:07:50Z,2026-09-12T19:07:50+0200,714ec09e-9c02-4268-b943-1d440ed31bbe,2026-09-08T11:00:00Z,2026-09-08T13:00:00+0200,127.215,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-12T17:09:38Z
2026-09-12T17:07:50Z,2026-09-12T19:07:50+0200,714ec09e-9c02-4268-b943-1d440ed31bbe,2026-09-08T12:00:00Z,2026-09-08T14:00:00+0200,302.1775,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-12T17:09:38Z
2026-09-12T17:07:50Z,2026-09-12T19:07:50+0200,714ec09e-9c02-4268-b943-1d440ed31bbe,2026-09-08T13:00:00Z,2026-09-08T15:00:00+0200,332.8125,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-12T17:09:38Z
2026-09-12T17:07:50Z,2026-09-12T19:07:50+0200,714ec09e-9c02-4268-b943-1d440ed31bbe,2026-09-08T14:00:00Z,2026-09-08T16:00:00+0200,31.5975,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-12T17:09:38Z
2026-09-12T17:07:50Z,2026-09-12T19:07:50+0200,714ec09e-9c02-4268-b943-1d440ed31bbe,2026-09-08T14:00:00Z,2026-09-08T16:00:00+0200,12.555,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-09-12T17:09:38Z
2026-09-12T17:07:50Z,2026-09-12T19:07:50+0200,714ec09e-9c02-4268-b943-1d440ed31bbe,2026-09-08T15:00:00Z,2026-09-08T17:00:00+0200,23.4775,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-09-12T17:09:38Z
2026-09-12T17:07:50Z,2026-09-12T19:07:50+0200,714ec09e-9c02-4268-b943-1d440ed31bbe,2026-09-08T16:00:00Z,2026-09-08T18:00:00+0200,702.595,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-12T17:09:38Z
2026-09-12T17:07:50Z,2026-09-12T19:07:50+0200,714ec09e-9c02-4268-b943-1d440ed31bbe,2026-09-08T17:00:00Z,2026-09-08T19:00:00+0200,1361.2025,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-12T17:09:38Z
2026-09-12T17:07:50Z,2026-09-12T19:07:50+0200,714ec09e-9c02-4268-b943-1d440ed31bbe,2026-09-08T18:00:00Z,2026-09-08T20:00:00+0200,1709.205,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-12T17:09:38Z
